ncols 33
nrows 31
xllcorner 21.5966111111111
yllcorner -33.2044444444444
cellsize 0.04
-1.859190901477084448e-02	-2.291100720528225360e-02	-2.710177983906911225e-02	-3.100623217238063917e-02	-3.453823933524238776e-02	-3.766358914656362661e-02	-4.035810562524725503e-02	-4.256406792513647841e-02	-4.416614362003793565e-02	-4.499990510130793403e-02	-4.489180320029578092e-02	-4.371524782464926429e-02	-4.143987915974127467e-02	-3.815406356757308770e-02	-3.405267324481018459e-02	-2.939707043432131239e-02	-2.446435796732805701e-02	-1.950395143905083936e-02	-1.471250091001573279e-02	-1.022842829578659782e-02	-6.140326448904350962e-03	-2.501522934693779787e-03	6.550256267312171057e-04	3.304574386767763008e-03	5.422695586759140353e-03	6.983078440010590665e-03	7.962452411907135208e-03	8.352636363242576731e-03	8.176576961614539368e-03	7.501897725827703055e-03	6.444433139746798614e-03
-2.151029862538931733e-02	-2.647348887079651464e-02	-3.128797610001621265e-02	-3.577308142914022854e-02	-3.983133326937728091e-02	-4.342488424195114355e-02	-4.652622321170153674e-02	-4.906678932920159608e-02	-5.090855625920347183e-02	-5.185430969336826679e-02	-5.169558338585551055e-02	-5.028008553977261763e-02	-4.757107547182244656e-02	-4.367445809110455379e-02	-3.882382499673334847e-02	-3.333176824154672480e-02	-2.752824725307931666e-02	-2.170808293691647156e-02	-1.610107645839849513e-02	-1.086624957289570800e-02	-6.103025086447612726e-03	-1.869741249981970955e-03	1.797789651188792283e-03	4.871473664640780209e-03	7.321669504060432550e-03	9.115047920957084285e-03	1.022114137015579967e-02	1.062745978194420959e-02	1.035930470135545435e-02	9.496411870181069304e-03	8.177304444374547399e-03
-2.406265221595783529e-02	-2.959913709859815154e-02	-3.497400113512194597e-02	-3.998821016223444436e-02	-4.453561632803058196e-02	-4.857554039228596798e-02	-5.207614877472700049e-02	-5.495550277899206859e-02	-5.704916798683313389e-02	-5.812281052717670204e-02	-5.792885385791733677e-02	-5.628609653749296060e-02	-5.314988848138424427e-02	-4.864411221609124536e-02	-4.304323575155379056e-02	-3.671423781878388470e-02	-3.004315128753581171e-02	-2.337263150795746564e-02	-1.696676452472499833e-02	-1.100493574251138612e-02	-5.596081909697785128e-03	-8.016456114210450054e-04	3.341688750046169047e-03	6.804128070452151490e-03	9.551888597287094482e-03	1.154505281920565132e-02	1.274585723142364693e-02	1.313712428070934295e-02	1.274616970014657603e-02	1.166482379010707303e-02	1.005475440355467487e-02
-2.610663198593482157e-02	-3.211558407292207373e-02	-3.795867490920379339e-02	-4.342395772280897154e-02	-4.839979341308479205e-02	-5.284352961335650467e-02	-5.671795705191270270e-02	-5.992542313051529845e-02	-6.227209610955913160e-02	-6.348340923312889572e-02	-6.326984842669883258e-02	-6.141906318128453196e-02	-5.787704376002489326e-02	-5.278508420526378114e-02	-4.645881188838579118e-02	-3.932052962967687304e-02	-3.181358069949651729e-02	-2.432953925768511355e-02	-1.716728429179003451e-02	-1.052623877602880918e-02	-4.523682263648103573e-03	7.776303946719679248e-04	5.342185639164048240e-03	9.140388492740396387e-03	1.213574789438299703e-02	1.428256635409639111e-02	1.553598080340925017e-02	1.587388562265325959e-02	1.532520184209801295e-02	1.399354297240184078e-02	1.206367616989350265e-02
-2.755571402786995139e-02	-3.391737062855874202e-02	-4.011766495876685490e-02	-4.593761576146868086e-02	-5.126336371477320519e-02	-5.605103750652355721e-02	-6.025702224447784111e-02	-6.376612449343727063e-02	-6.635333701929879702e-02	-6.770256423988418870e-02	-6.760839848119128137e-02	-1.022524336466679867e-01	-6.012412085310925303e-02	-5.589374976496332137e-02	-4.888915050555994735e-02	-4.099291615649432868e-02	-3.270455550375429149e-02	-2.446416748306756012e-02	-1.660548911359154695e-02	-9.348002614636101784e-03	-2.816867295935911869e-03	2.924976425992694383e-03	7.844847170904327427e-03	1.191519982506226809e-02	1.509847741205990607e-02	1.734432752728224877e-02	1.860127880506698417e-02	1.884223959478606089e-02	1.809735412346782230e-02	1.648157296720195036e-02	1.420244327781817334e-02
-2.838229139881370128e-02	-3.496960747055136848e-02	-4.140767030404632343e-02	-4.747611191701420902e-02	-5.306182222896024814e-02	-5.812025465391677803e-02	-6.260050914924493448e-02	-6.636882928968418360e-02	-6.916886956585459323e-02	-7.064398146009130686e-02	-7.346938014961484908e-02	-1.343440443731851175e-01	-6.770167789018240179e-02	-5.493108769731357144e-02	-5.023056814973453355e-02	-4.164597710135156672e-02	-3.264686316111169856e-02	-2.371987482953351670e-02	-1.523337204192834818e-02	-7.427634555120811097e-03	-4.364555644549984563e-04	5.676964273334198646e-03	1.088359084683307616e-02	1.515939744999882099e-02	1.846740662613548592e-02	2.075396315544534784e-02	2.196176580129101732e-02	2.205891702411619942e-02	2.107654555984457903e-02	1.914054189439609588e-02	1.648089003719226467e-02
-2.860967279114764311e-02	-3.529823986363019028e-02	-4.185511011641501744e-02	-4.806342514431085483e-02	-5.381323416543424415e-02	-5.905963982044946936e-02	-6.374389472480705698e-02	-6.771371129134394484e-02	-7.068311288017428695e-02	-7.244969594141442704e-02	-8.273284217561419074e-02	-1.207126793853159907e-01	-9.385055455758881116e-02	-4.082462321811144296e-02	-4.837083867811549365e-02	-4.125951177453121566e-02	-3.163071841071152246e-02	-2.209282814160767883e-02	-1.304831766283286523e-02	-4.759900559972937012e-03	2.627699784489042571e-03	9.049334332261791888e-03	1.447916589957201801e-02	1.889741764204463936e-02	2.226909551322039937e-02	2.453869289490742678e-02	2.564412130059534611e-02	2.554915736219035005e-02	2.428594942050723432e-02	2.199116709342115519e-02	1.891709575268054472e-02
-2.829744168644715910e-02	-3.497233908260847374e-02	-4.153564297779168552e-02	-4.777784772648806938e-02	-5.359392863945339203e-02	-5.893884694005555036e-02	-6.374596303462888580e-02	-6.784572380768837119e-02	-7.092616713129154538e-02	-7.333865810742939972e-02	-8.977342230086403363e-02	-1.077457793299555350e-01	-9.850097382226831455e-02	-6.012184675618353902e-02	-2.959035851158297453e-02	-3.864954201580741988e-02	-2.969332048630065474e-02	-1.962181099491197914e-02	-1.008558049982960850e-02	-1.372228653447272063e-03	6.358706451887198227e-03	1.303662364941732960e-02	1.863684911934163080e-02	2.314349921223139706e-02	2.652442698719574554e-02	2.872363696532044888e-02	2.967550108563253922e-02	2.934030513667148718e-02	2.775166183483986429e-02	2.505727534436913428e-02	2.153199643611113448e-02
-2.752567052980225276e-02	-3.408510229581829254e-02	-4.055231698897104886e-02	-4.672787165168441892e-02	-5.251286747004544481e-02	-5.786241147907142390e-02	-6.270265442810488143e-02	-6.684937570298733756e-02	-7.021610603881590917e-02	-7.276639319726906086e-02	-9.568448558391001724e-02	-9.815967195639942189e-02	-9.195604775979311640e-02	-6.253117635424551568e-02	-5.063328579276824004e-02	-1.629809634681390201e-02	-2.641518342056825563e-02	-1.637861148618032642e-02	-6.411558168077084729e-03	2.678946835747315729e-03	1.071334106328522898e-02	1.761030071944671288e-02	2.334251622162725887e-02	2.789621823249700122e-02	3.124207064363075659e-02	3.332459172075333265e-02	3.407594614766180918e-02	3.345414794932465019e-02	3.149525984195666872e-02	2.835886059058445249e-02	2.434318063541596189e-02
-2.638251904877320780e-02	-3.273908518475644042e-02	-3.901881692918086897e-02	-4.503399162799225086e-02	-5.069263835601223178e-02	-5.595059319969784145e-02	-6.072838210968033862e-02	-6.483105491490197270e-02	-6.876285842834922724e-02	-7.042676278178242044e-02	-9.985951663921401045e-02	-8.796150684136114228e-02	-7.798749867991271179e-02	-7.249265985235731069e-02	-4.553740326876912214e-02	-3.644285751383506688e-02	-2.109498870084515303e-03	-1.205284853762889768e-02	-2.121126464858039736e-03	7.308424151838717811e-03	1.561992375631796048e-02	2.271457548125765599e-02	2.855683613576426999e-02	3.313155554321436241e-02	3.641086723758889254e-02	3.834009267399156318e-02	3.885041151980699048e-02	3.789915338805535661e-02	3.552646746187596016e-02	3.190538145536211956e-02	2.735898354322623127e-02
